"celex","date","dateforce","dateendvalid","lbs","lbcelex","lbsuffix","force","datetranspos"
"32003L0125","2003-12-22","2003-12-24","2016-07-02","4f93674d-224f-43f7-abe4-cae0ee127e6b","32003L0006","A06P10TIRE6","false","2004-10-12"
"32015L0559","2015-04-09","2015-04-30","2016-09-17","ae1358b0-4cf1-4acc-a16a-5251b9e55e66","31996L0098","A17","false","2016-04-30"
"31987L0308","1987-06-02","1987-06-03","1992-01-01","6fee85f8-5008-4309-8e14-9eef3987fd5b","31976L0889","A07P3","false","1988-12-31"
"32010L0079","2010-11-19","2010-12-10","9999-12-31","08b98185-31f7-4dad-8e41-e643b82e6870","32004L0042","A11","true","2012-06-10"
"32011L0075","2011-09-02","2011-10-05","2016-09-17","ae1358b0-4cf1-4acc-a16a-5251b9e55e66","31996L0098","A17","false","2012-10-05"
"31970L0373","1970-07-20","1970-07-27","2005-12-31","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1971-07-27"
"31972L0461","1972-12-12","1972-12-30","2005-12-31","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1973-12-31"
"31981L0464","1981-06-24","1981-07-02","2009-05-20","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1981-09-30"
"31967L0548","1967-06-27","1967-06-29","2015-05-31","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1972-02-01"
"31980L1268","1980-12-16","1980-12-31","2013-01-01","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1982-06-30"
"31964L0432","1964-06-26","1964-06-30","2021-04-20","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1965-06-30"
"31977L0388","1977-05-17","1977-05-23","2006-12-31","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1978-01-01"
"31980L0215","1980-01-22","1980-01-24","2005-12-31","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1979-01-01"
"31976L0115","1975-12-18","1975-12-22","2014-10-31","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1976-10-01"
"31980L0987","1980-10-20","1980-10-22","2008-10-22","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1982-04-22"
"31976L0769","1976-07-27","1976-08-03","2009-05-31","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1978-02-03"
"31970L0220","1970-03-20","1970-04-07","2013-01-01","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1970-06-30"
"31975L0442","1975-07-15","1975-07-18","2006-05-16","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1977-07-17"
"31969L0062","1969-02-18","1969-02-19","2002-08-08","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1969-07-01"
"31977L0187","1977-02-14","1977-02-16","2001-04-10","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1977-02-17"
"31976L0403","1976-04-06","1976-04-09","1996-09-16","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1978-04-08"
"31980L0217","1980-01-22","1980-01-24","2002-10-31","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1981-07-01"
"31983L0648","1983-12-19","1983-12-21","9999-12-31","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"true","1986-01-01"
"31976L0629","1976-07-20","1976-07-29","1978-12-21","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1976-07-01"
"31972L0418","1972-12-06","1972-12-22","2002-08-08","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"true","1972-07-01"
"31978L0548","1978-06-12","1978-06-15","2004-05-08","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1979-12-17"
"31978L0932","1978-10-16","1978-10-20","2014-10-31","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1980-04-19"
"31976L0621","1976-07-20","1976-07-28","2015-12-13","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1977-01-01"
"31979L0831","1979-09-18","1979-09-19","2015-05-31","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1981-09-18"
"31972L0159","1972-04-17","1972-04-19","9999-12-31","5013e763-b28e-492b-827e-9cb15cc00430","11957E043",NA,"true","1973-12-31"
"32009L0092","2009-07-31","2009-08-21","2013-08-31","dd121338-803b-4793-b8bd-6db66b18104a","31998L0008",NA,"false","2010-06-30"
"31977L0486","1977-07-25","1977-08-02","9999-12-31","46701745-3143-41f3-92d7-412f344e0f14","11957E049",NA,"true","1981-08-02"
"32001L0081","2001-10-23","2001-11-27","2016-12-31","ceb354da-9178-495e-a153-a82016b7d5ef","11997E175","P1","false",NA
"31993L0016","1993-04-05","1993-04-15","2007-10-19","dc576cb4-5040-42c2-837e-c6f19c43d6c4","11957E057","P1","false",NA
"32002L0044","2002-06-25","2002-07-06","9999-12-31","474447a2-317d-4e3d-943f-f3fca2ee18ea","11997E137","P2","true",NA
"31994L0031","1994-06-27","1994-07-22","2010-12-11","4e029949-9fc3-4c87-bf77-a2bc885a983f","11992E130S","P1","false",NA
"31988L0332","1988-06-13","1988-06-29","2002-08-08","5013e763-b28e-492b-827e-9cb15cc00430","11957E043",NA,"true",NA
"32001L0083","2001-11-06","2001-12-18","9999-12-31","77d8f3bb-cfe1-43e0-a854-f8c51b9ccda8","11997E251",NA,"true",NA
"31973L0440","1973-12-11","1973-12-13","9999-12-31","c9c0e382-b55c-4bd5-9a02-d616e80eb4b1","31972L0159","A01P2","true",NA
"32001L0059","2001-08-06","2001-08-24","2015-05-31","8e12a450-cb71-4356-bd3b-8a9f980208a0","31967L0548","A28","false",NA
"32002L0072","2002-08-06","2002-09-04","2011-04-30","0c59ad90-3f43-4ddf-953b-95fb1a34ffff","31989L0109","A03","false",NA
"31972L0275","1972-07-20","1972-06-16","2005-12-31","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false",NA
"31970L0359","1970-07-13","1970-07-16","1995-03-25","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false",NA
"31980L0666","1980-06-24","1980-01-01","1997-06-09","5013e763-b28e-492b-827e-9cb15cc00430","11957E043",NA,"false",NA
"31972L0445","1972-12-28","1972-12-30","1998-07-01","a677d19c-26eb-4aea-9e7b-0c9c34347cba","11972B153",NA,"false",NA
"31997L0057","1997-09-22","1997-09-27","2011-06-13","c2514307-b9a4-4a7b-9f36-a9f3662df21b","31991L0414","A18P1","false","1997-10-01"
"31990L0387","1990-06-28","1990-07-14","2003-07-24","d23b6afa-edbb-4228-be51-0abfde1a6b7e","11957E149","P2","false","1990-12-31"
"31992L0104","1992-12-03","1992-12-07","9999-12-31","d23b6afa-edbb-4228-be51-0abfde1a6b7e","11957E149","P2","true","1994-12-07"
"31997L0052","1997-10-13","1997-12-18","2006-01-30","1c1b5920-90b7-413a-b9f2-4ad20efc6d18","11992E057","P2","false","1998-10-13"
"31997L0062","1997-10-27","1997-11-28","9999-12-31","226d5e34-b115-4d2f-a54c-d66aa5385fda","31992L0043","A19L1","true","1997-12-30"
"32009L0031","2009-04-23","2009-06-25","9999-12-31","1923204d-4c33-4a1d-b0f3-3d5e8a226f7f","12006E175","P01","true","2011-06-25"
"31993L0006","1993-03-15","1993-03-23","2006-07-19","dc576cb4-5040-42c2-837e-c6f19c43d6c4","11957E057","P2F1","false","1995-12-31"
"32006L0087","2006-12-12","2006-12-30","2018-10-06","b39d4226-ff2e-4f1b-a164-c88048f42291","12002E071","P1","false","2008-12-30"
"32002L0083","2002-11-05","2002-12-19","2015-12-31","9f23e4cd-4b31-4cdf-a6b6-a88bd4bb3b22","11997E047","P2","false","2003-09-20"
"32013L0036","2013-06-26","2013-07-17","9999-12-31","2e266717-7e4e-4a00-b7d1-fcdc1ac89cf5","12012E053","P1","true","2013-12-31"
"32014L0112","2014-12-19","2015-01-12","9999-12-31","ca1bedd8-fa64-43d7-839f-5d5d032f2a6e","12012E155","P2","true","2016-12-31"
"31999L0031","1999-04-26","1999-07-16","9999-12-31","4e029949-9fc3-4c87-bf77-a2bc885a983f","11992E130S","P1","true","2001-07-16"
"31994L0056","1994-11-21","1995-01-01","2010-12-01","88ecbc5f-ef18-4db7-a742-032d77f8b671","11992E084","P2","false","1996-11-21"
"32000L0076","2000-12-04","2000-12-28","2014-01-06","ceb354da-9178-495e-a153-a82016b7d5ef","11997E175","P1","false","2002-12-28"
"31988L0378","1988-05-03","1988-05-06","2013-07-19","d23b6afa-edbb-4228-be51-0abfde1a6b7e","11957E149","P2","false","1989-06-30"
"31992L0057","1992-06-24","1992-07-17","9999-12-31","d23b6afa-edbb-4228-be51-0abfde1a6b7e","11957E149","P2","true","1993-12-31"
"31992L0032","1992-04-30","1992-05-22","2015-05-31","d23b6afa-edbb-4228-be51-0abfde1a6b7e","11957E149","P2","false","1993-10-31"
"31992L0042","1992-05-21","1992-06-03","9999-12-31","d23b6afa-edbb-4228-be51-0abfde1a6b7e","11957E149","P2","true","1992-12-31"
"31992L0051","1992-06-18","1992-07-07","2007-10-19","d23b6afa-edbb-4228-be51-0abfde1a6b7e","11957E149","P2","false","1994-06-18"
"31989L0048","1988-12-21","1989-01-04","2007-10-19","d23b6afa-edbb-4228-be51-0abfde1a6b7e","11957E149","P2","false","1991-01-04"
"32012L0035","2012-11-21","2013-01-03","2022-07-16","89c0a576-8ec6-453a-bfbb-32c363dcedce","12012E100","P2","false","2014-07-04"
"31997L0081","1997-12-15","1998-01-20","9999-12-31","1cde77d7-10b8-4cfa-8e03-73485adb3eea","11992M/APS/04","P2","true","2000-01-20"
"32008L0098","2008-11-19","2008-12-12","9999-12-31","1923204d-4c33-4a1d-b0f3-3d5e8a226f7f","12006E175","P1","true","2010-12-12"
"32006L0105","2006-11-20","2007-01-01","9999-12-31","be2a7a0c-50e7-4d8a-a4f6-7f25e5e7ee49","12005S/TTE/04","P3","true","2007-01-01"
"32003L0024","2003-04-14","2003-05-17","2009-07-14","1113f453-7474-4603-9a74-a10da8ca3692","12002E080","P2","false","2004-11-16"
"32004L0051","2004-04-29","2004-04-30","2015-06-16","b39d4226-ff2e-4f1b-a164-c88048f42291","12002E071","P1","false","2005-12-31"
"31996L0082","1996-12-09","1997-02-03","2015-05-31","4e029949-9fc3-4c87-bf77-a2bc885a983f","11992E130S","P1","false","1999-02-03"
"31993L0042","1993-06-14","1993-06-29","2021-05-25","d23b6afa-edbb-4228-be51-0abfde1a6b7e","11957E149","P2","false","1994-07-01"
"31992L0058","1992-06-24","1992-07-22","9999-12-31","d23b6afa-edbb-4228-be51-0abfde1a6b7e","11957E149","P2","true","1994-06-24"
"31989L0104","1988-12-21","1988-12-27","2008-11-27","d23b6afa-edbb-4228-be51-0abfde1a6b7e","11957E149","P2","false","1992-12-31"
"31990L0385","1990-06-20","1990-07-03","2021-05-25","d23b6afa-edbb-4228-be51-0abfde1a6b7e","11957E149","P2","false","1992-12-31"
"32008L0056","2008-06-17","2008-07-15","9999-12-31","1923204d-4c33-4a1d-b0f3-3d5e8a226f7f","12006E175","P1","true","2010-07-15"
"32008L0099","2008-11-19","2008-12-26","9999-12-31","1923204d-4c33-4a1d-b0f3-3d5e8a226f7f","12006E175","P1","true","2010-12-26"
"32008L0052","2008-05-21","2008-06-13","9999-12-31","51de01b7-98b8-45d5-a0a6-0af165154662","12006E061","PTC)","true","2011-05-20"
"32013L0024","2013-05-13","2013-07-01","2013-07-18","725c7341-4691-4449-97b1-17fcbfba93df","12012J003","P4","true","2013-07-01"
"32003L0109","2003-11-25","2004-01-23","9999-12-31","26cca86a-20ab-4305-b6e7-cabad85ae868","12002E063","PT4","true","2026-06-12"
"31986L0280","1986-06-12","1986-06-17","2012-12-22","2efc093a-eba8-4834-8ae6-c91d6c47db78","31976L0464","A06","false","1988-01-01"
"32013L0040","2013-08-12","2013-09-03","9999-12-31","84ef3bb0-4b70-44ef-a4b5-feecd2457962","12012E083","P1","true","2015-09-04"
"31989L0107","1988-12-21","1988-12-28","2010-01-20","d23b6afa-edbb-4228-be51-0abfde1a6b7e","11957E149","P2","false","1990-06-27"
"32006L0022","2006-03-15","2006-05-01","9999-12-31","b39d4226-ff2e-4f1b-a164-c88048f42291","12002E071","P1","true","2007-04-01"
"32014L0065","2014-05-15","2014-07-02","9999-12-31","2e266717-7e4e-4a00-b7d1-fcdc1ac89cf5","12012E053","P1","true","2018-01-03"
"32009L0140","2009-11-25","2009-12-19","2020-12-20","171e521a-3ffe-46ac-90eb-ed97dbb7dcd2","12006E251",NA,"false","2011-05-25"
"32008L0048","2008-04-23","2008-06-11","2026-11-19","171e521a-3ffe-46ac-90eb-ed97dbb7dcd2","12006E251",NA,"true","2010-06-11"
"32007L0058","2007-10-23","2007-12-04","2015-06-16","171e521a-3ffe-46ac-90eb-ed97dbb7dcd2","12006E251",NA,"false","2009-06-03"
"31987L0354","1987-06-25","1987-06-29","2027-06-30","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"true","1987-12-31"
"31984L0450","1984-09-10","1984-09-13","2007-12-11","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1986-10-01"
"31984L0539","1984-09-17","1984-09-26","2008-12-31","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1986-09-26"
"31987L0020","1986-12-22","1986-12-23","2001-12-17","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1987-07-01"
"31986L0378","1986-07-24","1986-07-30","2009-08-14","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1989-07-30"
"32008L0118","2008-12-16","2009-01-15","2023-02-12","5aa487e2-a9aa-40c2-b8a7-3d9d9d53ab06","12006E093",NA,"false","2010-01-01"
"32004L0038","2004-04-29","2004-04-30","9999-12-31","6605ff4a-754d-4d10-bc74-9499a44ae68d","12002E251",NA,"true","2006-04-30"
"31996L0057","1996-09-03","1996-10-08","2010-06-30","cc299c53-3d01-42ec-ad9d-05195509c52e","11992E189B",NA,"false","1997-09-03"
"31991L0492","1991-07-15","1991-07-24","2005-12-31","5013e763-b28e-492b-827e-9cb15cc00430","11957E043",NA,"false","1993-01-01"
"31993L0074","1993-09-13","1993-09-23","2010-08-31","5013e763-b28e-492b-827e-9cb15cc00430","11957E043",NA,"false","1995-06-30"
"31991L0685","1991-12-11","1991-12-19","2001-11-30","5013e763-b28e-492b-827e-9cb15cc00430","11957E043",NA,"false","1992-07-01"
"31991L0067","1991-01-28","1991-02-04","2008-07-31","5013e763-b28e-492b-827e-9cb15cc00430","11957E043",NA,"false","1992-12-31"
"31992L0065","1992-07-13","1992-07-29","2021-04-20","5013e763-b28e-492b-827e-9cb15cc00430","11957E043",NA,"false","1994-01-01"
"31991L0068","1991-01-28","1991-02-04","2021-04-20","5013e763-b28e-492b-827e-9cb15cc00430","11957E043",NA,"false","1991-04-04"
"31991L0687","1991-12-11","1992-11-19","2021-04-20","5013e763-b28e-492b-827e-9cb15cc00430","11957E043",NA,"false","1992-01-01"
"31989L0662","1989-12-11","1989-12-22","2019-12-13","5013e763-b28e-492b-827e-9cb15cc00430","11957E043",NA,"false","1992-07-01"
"32014L0068","2014-05-15","2014-07-17","9999-12-31","6b390c35-d623-4785-86a0-1fb492a32cab","12012E294",NA,"true","2015-02-28"
"32013L0053","2013-11-20","2014-01-17","9999-12-31","6b390c35-d623-4785-86a0-1fb492a32cab","12012E294",NA,"true","2016-01-18"
"31990L0641","1990-12-04","1990-12-13","2018-02-05","4a0342aa-0744-4a9d-9b8e-341c0e45f8ea","11957A032",NA,"false","1993-12-31"
"31992L0003","1992-02-03","1992-02-17","2006-12-25","4a0342aa-0744-4a9d-9b8e-341c0e45f8ea","11957A032",NA,"false","1994-01-01"
"31984L0467","1984-09-03","1984-09-06","2000-05-13","4a0342aa-0744-4a9d-9b8e-341c0e45f8ea","11957A032",NA,"false","1985-04-05"
"32000L0070","2000-11-16","2000-12-13","2021-05-25","77d8f3bb-cfe1-43e0-a854-f8c51b9ccda8","11997E251",NA,"false","2001-12-13"
"31989L0618","1989-11-27","1989-12-04","2018-02-05","f1d1cead-ee6c-402d-8eee-de39a9c136dd","11957A031",NA,"false","1991-11-27"
"31984L0466","1984-09-03","1984-09-06","2000-05-12","f1d1cead-ee6c-402d-8eee-de39a9c136dd","11957A031",NA,"false","1985-12-30"
"31992L0043","1992-05-21","1992-06-10","9999-12-31","034b6ee8-9829-49b1-81bc-52f0c8b6dea7","11957E130S",NA,"true","1994-06-10"
"31991L0689","1991-12-12","1991-12-19","2010-12-11","034b6ee8-9829-49b1-81bc-52f0c8b6dea7","11957E130S",NA,"false","1993-12-11"
"31991L0440","1991-07-29","1991-09-13","2015-06-16","100e56a9-af68-4606-b14f-1a18f03bb3c2","11957E075",NA,"false","1992-12-30"
"31997L0079","1997-12-18","1998-02-19","2021-04-20","a811ac5d-2d67-4dcd-bf4b-04dbcfbc927e","11992E043",NA,"false","1999-06-30"
"31998L0049","1998-06-29","1998-07-25","9999-12-31","3ab60b93-a4d1-47af-b3b8-bf128f6113c4","11992E235",NA,"true","2002-01-25"
"32011L0070","2011-07-19","2011-08-22","9999-12-31","57290a15-d142-44fc-9e80-9386407a866f","12010A031",NA,"true","2013-08-23"
"32016L0881","2016-05-25","2016-06-03","9999-12-31","29f1fad2-d836-434d-ac14-6f5561cc9018","12012E113",NA,"true","2017-06-04"
"32014L0107","2014-12-09","2015-01-05","9999-12-31","516ae86a-21b6-4c96-9f18-f32bd0427f3b","12012E115",NA,"true","2015-12-31"
"31999L0090","1999-11-15","1999-11-23","2009-12-31","68248bf6-f090-48f0-a610-89eead354ad8","11997E037",NA,"false","2000-07-01"
"31993L0103","1993-11-23","1994-01-02","9999-12-31","cf6c7e44-b9fd-4d1f-9a21-b3e7b48b000b","11992E118A",NA,"true","1995-11-23"
"32013L0060","2011-11-27","2013-12-11","2015-12-31","f8831915-45c5-467e-b32e-779d29e4ba57","32002L0024","A17","false","2014-06-30"
"31997L0064","1997-11-10","1001-01-01","2009-05-31","70b23758-ad3c-4dfc-9085-8b209fdfa6e8","31976L0769","A02BIS","false","1998-12-31"
"31974L0290","1974-05-28","1975-10-01","2013-01-01","74aff344-5915-4985-b56e-a38a647c828d","31970L0220","A05","false","1974-09-30"
"31965L0401","1965-07-28","1965-07-28","1969-12-31","7e0a743d-56c7-441e-9cc5-e2017fbadb1b","11957E013","P02","false","1968-06-30"
"32007L0052","2007-08-16","2007-10-01","2011-06-13","c2514307-b9a4-4a7b-9f36-a9f3662df21b","31991L0414","A06P1","false","2008-03-31"
"32010L0081","2010-11-25","2010-11-27","2011-06-13","c2514307-b9a4-4a7b-9f36-a9f3662df21b","31991L0414","A06P1","false","2010-12-31"
"32011L0002","2011-01-07","2011-12-01","2011-06-13","c2514307-b9a4-4a7b-9f36-a9f3662df21b","31991L0414","A06P1","true","2011-11-30"
"31999L0017","1999-03-18","1999-05-02","2014-10-31","33214808-2cf0-4970-9dec-8f8843c3468d","31970L0156","A13P2","false","1999-10-01"
"31989L0517","1989-08-01","1989-08-17","2014-10-31","33214808-2cf0-4970-9dec-8f8843c3468d","31970L0156","A11","false","1989-12-31"
"32008L0004","2008-01-09","2008-01-30","2008-07-30","3db8cb10-8d8e-4a5f-8735-14ffaf7b52f2","31993L0074","A06PTC)","false","2008-07-30"
"31994L0039","1994-07-25","1994-08-30","2008-07-30","3db8cb10-8d8e-4a5f-8735-14ffaf7b52f2","31993L0074","A06PTA","false","1995-06-30"
"32002L0077","2002-09-16","2002-10-07","9999-12-31","4dd29d4b-adbd-4172-99d5-6011fa722acc","11997E086","P3","true","2003-07-24"
"31987L0120","1987-01-14","1987-02-16","9999-12-31","fa2f37e7-7aa7-4ba3-8cb8-7879a6db3677","31966L0400","A21BIS","true","1988-06-01"
"32002L0082","2002-10-15","2002-11-17","2008-10-08","02f8d94a-6feb-4af2-b0e7-0651a449f545","31989L0107","A03P3PTA)","false","2003-08-31"
"32017L0593","2016-04-07","2017-04-20","9999-12-31","056587cf-f1f8-11e3-8cd4-01aa75ed71a1","32014L0065","A24P13","true","2017-07-03"
"32008L0016","2008-02-15","2008-03-07","2013-08-31","dd121338-803b-4793-b8bd-6db66b18104a","31998L0008","A16P2L2","false","2009-01-31"
"32008L0079","2008-07-28","2008-08-18","2013-08-31","dd121338-803b-4793-b8bd-6db66b18104a","31998L0008","A16P2L2","false","2009-06-30"
"32004L0093","2004-09-21","2004-09-25","2013-07-11","63b42f06-f411-4f26-9e75-e0a2cd5c68bf","31976L0768","A08P2","false","2004-09-30"
"31993L0022","1993-05-10","1993-05-24","2007-10-31","dc576cb4-5040-42c2-837e-c6f19c43d6c4","11957E057","P2","false","1995-07-01"
"31971L0305","1971-07-26","1971-07-30","1993-07-05","dc576cb4-5040-42c2-837e-c6f19c43d6c4","11957E057","P2","false","1973-07-01"
"31998L0101","1998-12-22","1999-01-25","2008-09-27","83c829de-927c-493d-810b-754cfd5f5f68","31991L0157","A10","false","1999-12-31"
"31977L0179","1977-02-16","1977-02-22","1985-07-10","de2f6bfa-e0e7-4383-af1f-3406fa00a4f1","31970L0524","A06","false","1977-10-01"
"32006L0080","2006-10-23","2007-01-01","2021-02-28","be2a7a0c-50e7-4d8a-a4f6-7f25e5e7ee49","12005S/TTE/04","P3","false","2007-01-01"
"31999L0057","1999-06-07","1999-07-05","2015-12-31","703e3936-2ff6-4d3f-9728-9ff15c3a3211","31978L0764","A10","false","2000-06-30"
"31979L1066","1979-11-13","1979-11-19","2001-07-15","b9c89c80-d762-4ca9-9e61-d9cea8232388","31977L0436","A08","false","1981-05-19"
"32011L0008","2011-01-28","2011-03-01","2011-05-01","08a6f2ca-ddae-4630-801b-debd699a5af2","32004R1935","A18P3","false","2011-02-15"
"31999L0047","1999-05-21","1999-07-06","2009-06-29","703b427b-e991-4a82-b2ff-3ec6e46e1a89","31994L0055","A08","false","1999-06-30"
"32012L0052","2012-12-20","2013-01-11","9999-12-31","377ab800-836b-4fde-85ff-2e4aac7dee94","32011L0024","A11P2PTA)","true","2013-10-25"
"31986L0388","1986-07-23","1986-07-25","1994-01-01","835442e2-36ef-4f03-ba38-67b7e3493e12","31976L0893","A06P3","false","1987-04-01"
"32012L0009","2012-03-07","2012-03-28","2016-05-19","248aee57-abdf-4df2-929e-30c2fa7f22e0","32001L0037","A09P2","false","2016-05-20"
"32006L0036","2006-03-24","2006-04-14","2008-07-22","38d84532-10af-4e8c-a1ee-5d0435d2fcf8","32000R0029","A14P1PTH)L1","false","2006-04-30"
"31985L0503","1985-10-25","1985-10-30","9999-12-31","7b2a2178-a496-42ed-9da7-2c3442ede1c8","31983L0417","A09PTB","true","1987-05-01"
"32003L0120","2003-12-05","2004-01-09","2014-12-12","e40c30ef-a973-4aa2-8dbc-71c9daf16602","31990L0496","A05P2","false","2004-12-31"
"32008L0062","2008-06-20","2008-07-11","9999-12-31","7fc42eea-19dd-4763-90ac-2ae9268d818f","31966L0402","A22BIP1PTB)","true","2009-06-30"
"32012L0022","2012-08-22","2012-09-12","2013-08-31","dd121338-803b-4793-b8bd-6db66b18104a","31998L0008","A11P4","false","2013-01-31"
"32008L0042","2008-04-03","2008-04-24","2013-07-11","63b42f06-f411-4f26-9e75-e0a2cd5c68bf","31976L0768","A08P2","false","2008-10-04"
"31970L0156","1970-02-06","1970-02-10","2009-04-28","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1971-08-10"
"31977L0649","1977-09-27","1977-09-30","2014-10-31","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1979-03-30"
"31964L0433","1964-06-26","1964-06-30","2005-12-31","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1965-06-29"
"31966L0402","1966-06-14","1966-06-15","9999-12-31","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"true","1968-07-01"
"31978L0319","1978-03-20","1978-03-22","1995-06-26","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1980-03-21"
